OBJECTID	FORMULARIO	GRAVEDAD	CLASE_ACC
426129	A001179388	SOLO DANOS	CHOQUE
426130	A001178554	SOLO DANOS	CHOQUE
426131	A001179441	SOLO DANOS	CHOQUE
426132	A001183673	CON HERIDOS	CHOQUE
426133	A001183405	CON HERIDOS	CHOQUE
426134	A001179307	SOLO DANOS	CHOQUE
426135	A001183863	CON HERIDOS	CHOQUE
426136	A001183656	CON HERIDOS	CHOQUE
426137	A001179224	SOLO DANOS	CHOQUE
426138	A001176658	SOLO DANOS	CHOQUE
426139	A001177237	SOLO DANOS	CHOQUE
426140	A001179004	SOLO DANOS	CHOQUE
426141	A001183857	CON HERIDOS	CHOQUE
426142	A001178014	SOLO DANOS	CHOQUE
426143	A001183561	SOLO DANOS	CHOQUE
426144	A001180606	SOLO DANOS	CHOQUE
426145	A001179930	SOLO DANOS	CHOQUE
426146	A001234735	SOLO DANOS	CHOQUE
426147	A001235708	SOLO DANOS	CHOQUE
426148	A001235571	CON HERIDOS	ATROPELLO
426149	A001235702	CON HERIDOS	ATROPELLO
426150	A001235854	SOLO DANOS	CHOQUE
426151	A001236074	SOLO DANOS	CHOQUE
426152	A001233911	CON HERIDOS	CHOQUE
426153	A001235744	CON HERIDOS	CHOQUE
426154	A001235312	CON HERIDOS	CHOQUE
426155	A001235170	SOLO DANOS	CHOQUE
426156	A001235876	CON HERIDOS	ATROPELLO
426157	A001236205	CON HERIDOS	ATROPELLO
426158	A001235628	CON HERIDOS	CHOQUE
426159	A001236059	CON HERIDOS	ATROPELLO
426160	A001236207	CON HERIDOS	CHOQUE
426161	A001235670	CON HERIDOS	CHOQUE
426162	A001234532	CON HERIDOS	CHOQUE
426163	A001235984	CON HERIDOS	CHOQUE
426164	A001235409	SOLO DANOS	CHOQUE
426165	A001235288	CON HERIDOS	CHOQUE
426166	A001235943	SOLO DANOS	CHOQUE
426167	A001236043	SOLO DANOS	CHOQUE
426168	A001235996	CON HERIDOS	ATROPELLO
426169	A001236010	CON HERIDOS	CHOQUE
426170	A001236077	SOLO DANOS	CHOQUE
426171	A001235580	SOLO DANOS	CHOQUE
426172	A001234780	CON HERIDOS	CHOQUE
426173	A001236111	CON HERIDOS	CHOQUE
426174	A001235728	CON HERIDOS	CHOQUE
426175	A001236133	SOLO DANOS	CHOQUE
426176	A001235682	SOLO DANOS	CHOQUE
426177	A001235977	SOLO DANOS	CHOQUE
426178	A001235602	SOLO DANOS	CHOQUE
426179	A001234545	CON HERIDOS	CHOQUE
426180	A001235654	SOLO DANOS	CHOQUE
426181	A001234868	SOLO DANOS	CHOQUE
426182	A001235760	SOLO DANOS	CHOQUE
426183	A001235627	SOLO DANOS	CHOQUE
426184	A001235726	SOLO DANOS	CHOQUE
426185	A001235809	SOLO DANOS	CHOQUE
426186	A001235549	CON HERIDOS	CHOQUE
426187	A001235653	SOLO DANOS	CHOQUE
426188	A001235780	SOLO DANOS	CHOQUE
426191	A001132778	SOLO DANOS	CHOQUE
426208	A001128153	SOLO DANOS	CHOQUE
426211	A001132484	SOLO DANOS	CHOQUE
426216	A001131717	SOLO DANOS	CHOQUE
426236	A001130168	SOLO DANOS	CHOQUE
426239	A001132585	SOLO DANOS	CHOQUE
426246	A001130262	SOLO DANOS	CHOQUE
426256	A001132769	SOLO DANOS	CHOQUE
426266	A001130978	CON HERIDOS	ATROPELLO
426269	A001127167	CON HERIDOS	ATROPELLO
426277	A001180310	SOLO DANOS	CHOQUE
426279	A001133976	SOLO DANOS	CHOQUE
426283	A001180841	SOLO DANOS	VOLCAMIENTO
426289	A001181289	SOLO DANOS	CHOQUE
426290	A001182098	SOLO DANOS	CHOQUE
426291	A001182227	SOLO DANOS	CHOQUE
426292	A001177614	SOLO DANOS	CHOQUE
426293	A001177318	SOLO DANOS	CHOQUE
426294	A001181498	SOLO DANOS	CHOQUE
426295	A001181089	SOLO DANOS	CHOQUE
426296	A001180054	SOLO DANOS	CHOQUE
426297	A001182297	SOLO DANOS	CHOQUE
426298	A001181698	SOLO DANOS	CHOQUE
426299	A001182074	SOLO DANOS	CHOQUE
426300	A001182086	CON MUERTOS	CHOQUE
426301	A001182219	SOLO DANOS	CHOQUE
426302	A001178737	SOLO DANOS	CHOQUE
426303	A001177418	SOLO DANOS	CHOQUE
426304	A001181790	CON HERIDOS	ATROPELLO
426305	A001176879	SOLO DANOS	CHOQUE
426306	A001182137	CON HERIDOS	CHOQUE
426307	A001182261	CON HERIDOS	CHOQUE
426308	A001182132	CON HERIDOS	ATROPELLO
426309	A001178551	SOLO DANOS	CHOQUE
426310	A001182260	CON HERIDOS	CHOQUE
426311	A001178757	SOLO DANOS	CHOQUE
426312	A001178911	SOLO DANOS	CHOQUE
426313	A001177419	SOLO DANOS	CHOQUE
426314	A001181594	SOLO DANOS	CHOQUE
426315	A001180042	SOLO DANOS	CHOQUE
426316	A001182083	SOLO DANOS	CHOQUE
426317	A001181055	SOLO DANOS	CHOQUE
426318	A001181621	SOLO DANOS	CHOQUE
426319	A001178584	SOLO DANOS	CHOQUE
426320	A001184467	SOLO DANOS	CHOQUE
426321	A001232573	CON HERIDOS	CHOQUE
426322	A001232663	SOLO DANOS	CHOQUE
426323	A001177398	SOLO DANOS	CHOQUE
426324	A001183916	CON HERIDOS	CHOQUE
426325	A001184286	SOLO DANOS	CHOQUE
426326	A001232834	SOLO DANOS	CHOQUE
426327	A001184296	SOLO DANOS	CHOQUE
426328	A001183237	SOLO DANOS	CHOQUE
426329	A001232064	SOLO DANOS	CHOQUE
426330	A001182265	CON HERIDOS	CHOQUE
426331	A001185025	SOLO DANOS	CHOQUE
426332	A001180902	SOLO DANOS	CHOQUE
426333	A001183887	SOLO DANOS	CHOQUE
426334	A001183085	SOLO DANOS	CHOQUE
426335	A001184650	CON HERIDOS	CAIDA DE OCUPANTE
426336	A001233060	CON HERIDOS	CHOQUE
426337	A001233028	SOLO DANOS	CHOQUE
426338	A001179299	SOLO DANOS	CHOQUE
426339	A001184920	CON HERIDOS	CHOQUE
426340	A001232052	SOLO DANOS	CHOQUE
426341	A001181572	SOLO DANOS	CHOQUE
426342	A001233016	SOLO DANOS	CHOQUE
426343	A001232634	SOLO DANOS	CHOQUE
426344	A001180221	SOLO DANOS	CHOQUE
426345	A001232750	CON HERIDOS	CHOQUE
426346	A001180373	SOLO DANOS	CHOQUE
426347	A001185063	SOLO DANOS	CHOQUE
426348	A001232101	SOLO DANOS	CHOQUE
426349	A001232887	SOLO DANOS	CHOQUE
426350	A001184364	SOLO DANOS	CHOQUE
426351	A001233136	CON HERIDOS	CHOQUE
426352	A001232978	SOLO DANOS	CHOQUE
426353	A001177158	SOLO DANOS	CHOQUE
426354	A001232840	CON HERIDOS	CHOQUE
426355	A001182817	SOLO DANOS	CHOQUE
426356	A001184732	CON HERIDOS	CHOQUE
426357	A001182409	SOLO DANOS	CHOQUE
426358	A001185235	SOLO DANOS	CHOQUE
426359	A001233006	CON HERIDOS	ATROPELLO
426360	A001232947	CON HERIDOS	CHOQUE
426361	A001184387	SOLO DANOS	CHOQUE
426362	A001232895	SOLO DANOS	CHOQUE
426363	A001180680	SOLO DANOS	CHOQUE
426365	A001128704	SOLO DANOS	CHOQUE
426366	A001128165	CON HERIDOS	CHOQUE
426376	A001127952	CON HERIDOS	CHOQUE
426379	A001128438	CON HERIDOS	CHOQUE
426381	A001136282	SOLO DANOS	CHOQUE
426389	A001128295	CON HERIDOS	CAIDA DE OCUPANTE
426390	A001135227	CON HERIDOS	CHOQUE
426395	A001175711	CON HERIDOS	CHOQUE
426397	A001175624	CON HERIDOS	CHOQUE
426398	A001136612	SOLO DANOS	CHOQUE
426402	A001133538	SOLO DANOS	CHOQUE
426407	A001182319	CON HERIDOS	ATROPELLO
426408	A001181592	CON HERIDOS	ATROPELLO
426409	A001181782	SOLO DANOS	CHOQUE
426410	A001182299	SOLO DANOS	CHOQUE
426411	A001181221	SOLO DANOS	CHOQUE
426412	A001181094	CON HERIDOS	CHOQUE
426413	A001182372	CON HERIDOS	CHOQUE
426414	A001181503	SOLO DANOS	CHOQUE
426415	A001181867	SOLO DANOS	CHOQUE
426416	A001181927	SOLO DANOS	CHOQUE
426417	A001182181	SOLO DANOS	CHOQUE
426418	A001181532	SOLO DANOS	CHOQUE
426419	A001181258	CON HERIDOS	CHOQUE
426420	A001182163	CON HERIDOS	CHOQUE
426421	A001181648	CON HERIDOS	CHOQUE
426422	A001181659	SOLO DANOS	CHOQUE
426423	A001181988	SOLO DANOS	CHOQUE
426424	A001181969	SOLO DANOS	CHOQUE
426425	A001181781	SOLO DANOS	CHOQUE
426426	A001182130	CON HERIDOS	CHOQUE
426427	A001182373	SOLO DANOS	CHOQUE
426428	A001181451	SOLO DANOS	CHOQUE
426429	A001181929	SOLO DANOS	CHOQUE
426430	A001181900	SOLO DANOS	CHOQUE
426431	A001181906	SOLO DANOS	CHOQUE
426432	A001179362	SOLO DANOS	CHOQUE
426433	A001181789	SOLO DANOS	CHOQUE
426434	A001181088	SOLO DANOS	CHOQUE
426435	A001181108	SOLO DANOS	CHOQUE
426436	A001180808	CON HERIDOS	CHOQUE
426437	A001181803	CON HERIDOS	CHOQUE
426438	A001181783	SOLO DANOS	CHOQUE
426439	A001181256	SOLO DANOS	CHOQUE
426440	A001181257	SOLO DANOS	CHOQUE
426441	A001182387	SOLO DANOS	CHOQUE
426442	A001181390	SOLO DANOS	CHOQUE
426443	A001181389	SOLO DANOS	CHOQUE
426444	A001181712	SOLO DANOS	CHOQUE
426445	A001181650	SOLO DANOS	CHOQUE
426446	A001181770	SOLO DANOS	CHOQUE
426447	A001178358	SOLO DANOS	CHOQUE
426448	A001181815	SOLO DANOS	CHOQUE
426449	A001181407	SOLO DANOS	CHOQUE
426450	A001232913	CON HERIDOS	CHOQUE
426451	A001232707	SOLO DANOS	CHOQUE
426452	A001185212	CON MUERTOS	VOLCAMIENTO
426453	A001231954	SOLO DANOS	CHOQUE
426454	A001185425	SOLO DANOS	CHOQUE
426455	A001232655	SOLO DANOS	CHOQUE
426456	A001232786	SOLO DANOS	CHOQUE
426457	A001232056	CON HERIDOS	CHOQUE
426458	A001233949	CON HERIDOS	CAIDA DE OCUPANTE
426459	A001234063	SOLO DANOS	CHOQUE
426460	A001233313	SOLO DANOS	CHOQUE
426461	A001234086	SOLO DANOS	CHOQUE
426462	A001234241	SOLO DANOS	CHOQUE
426463	A001234560	CON HERIDOS	CHOQUE
426464	A001234526	CON HERIDOS	ATROPELLO
426465	A001234814	CON HERIDOS	ATROPELLO
426466	A001234223	SOLO DANOS	CHOQUE
426467	A001234460	SOLO DANOS	CHOQUE
426468	A001234124	SOLO DANOS	CHOQUE
426469	A001233845	SOLO DANOS	CHOQUE
426470	A001234602	SOLO DANOS	CHOQUE
426471	A001234559	CON HERIDOS	ATROPELLO
426472	A001234521	SOLO DANOS	CHOQUE
426473	A001234461	SOLO DANOS	CHOQUE
426474	A001234804	CON HERIDOS	CHOQUE
426475	A001233724	SOLO DANOS	CHOQUE
426476	A001234181	CON HERIDOS	ATROPELLO
426477	A001234513	SOLO DANOS	CHOQUE
426478	A001234548	CON HERIDOS	ATROPELLO
426479	A001185492	CON MUERTOS	CHOQUE
426480	A001233897	SOLO DANOS	CHOQUE
426481	A001235031	CON HERIDOS	VOLCAMIENTO
426482	A001234196	SOLO DANOS	CHOQUE
426483	A001234067	SOLO DANOS	CHOQUE
426484	A001234299	CON HERIDOS	CHOQUE
426485	A001234162	SOLO DANOS	CHOQUE
426486	A001234179	CON HERIDOS	CHOQUE
426487	A001233471	SOLO DANOS	CHOQUE
426488	A001234592	CON HERIDOS	CHOQUE
426489	A001234580	CON HERIDOS	CHOQUE
426490	A001234220	CON HERIDOS	CAIDA DE OCUPANTE
426491	A001234314	SOLO DANOS	CHOQUE
426492	A001233966	SOLO DANOS	CHOQUE
426493	A001128247	SOLO DANOS	CHOQUE
426494	A001234696	SOLO DANOS	CHOQUE
426495	A001136524	CON HERIDOS	VOLCAMIENTO
426496	A001136396	SOLO DANOS	CHOQUE
426497	A001136720	CON HERIDOS	CHOQUE
426498	A001236420	SOLO DANOS	CHOQUE
426499	A001235695	CON HERIDOS	ATROPELLO
426501	A001235171	SOLO DANOS	CHOQUE
426502	A001236528	SOLO DANOS	CHOQUE
426504	A001236200	SOLO DANOS	CHOQUE
426505	A001235926	SOLO DANOS	CHOQUE
426507	A001235513	SOLO DANOS	CHOQUE
426508	A001236276	CON HERIDOS	CHOQUE
426509	A001236140	SOLO DANOS	CHOQUE
426510	A001235875	SOLO DANOS	CHOQUE
426512	A001236262	SOLO DANOS	CHOQUE
426514	A001234247	SOLO DANOS	CHOQUE
426515	A001236368	SOLO DANOS	CHOQUE
426517	A001236225	CON HERIDOS	CHOQUE
426518	A001236355	SOLO DANOS	CHOQUE
426519	A001235538	SOLO DANOS	CHOQUE
426524	A001236526	SOLO DANOS	CHOQUE
426525	A001236604	CON HERIDOS	CHOQUE
426526	A001236256	SOLO DANOS	CHOQUE
426527	A001236759	SOLO DANOS	CHOQUE
426529	A001235207	SOLO DANOS	CHOQUE
426533	A001182607	CON HERIDOS	CHOQUE
426534	A001183196	CON HERIDOS	ATROPELLO
426535	A001183336	CON HERIDOS	CHOQUE
426536	A001182683	CON HERIDOS	CHOQUE
426537	A001183166	CON HERIDOS	ATROPELLO
426538	A001183141	CON MUERTOS	CHOQUE
426539	A001177951	SOLO DANOS	CHOQUE
426540	A001179380	SOLO DANOS	CHOQUE
426541	A001180237	SOLO DANOS	CHOQUE
426542	A001182380	SOLO DANOS	CHOQUE
426543	A001183270	SOLO DANOS	CHOQUE
426544	A001179455	SOLO DANOS	CHOQUE
426545	A001182439	CON HERIDOS	CHOQUE
426546	A001182751	CON HERIDOS	CHOQUE
426547	A001181889	SOLO DANOS	CHOQUE
426548	A001183208	CON HERIDOS	CHOQUE
426549	A001179606	SOLO DANOS	CHOQUE
426550	A001177763	SOLO DANOS	CHOQUE
426551	A001183335	CON HERIDOS	OTRO
426552	A001182786	SOLO DANOS	CHOQUE
426553	A001177909	SOLO DANOS	CHOQUE
426554	A001182863	SOLO DANOS	CHOQUE
426555	A001182176	SOLO DANOS	CHOQUE
426556	A001180217	SOLO DANOS	CHOQUE
426557	A001176223	SOLO DANOS	CHOQUE
426558	A001177674	SOLO DANOS	CHOQUE
426559	A001183041	CON MUERTOS	CHOQUE
426560	A001182866	CON HERIDOS	CHOQUE
426561	A001177335	SOLO DANOS	CHOQUE
426562	A001177727	SOLO DANOS	CHOQUE
426563	A001183261	CON HERIDOS	CHOQUE
426564	A001183161	CON HERIDOS	CHOQUE
426565	A001182722	CON MUERTOS	CHOQUE
426566	A001177783	SOLO DANOS	CHOQUE
426567	A001182729	CON HERIDOS	CHOQUE
426568	A001182977	CON HERIDOS	CHOQUE
426569	A001182749	SOLO DANOS	CHOQUE
426570	A001132391	SOLO DANOS	CHOQUE
426571	A001177936	SOLO DANOS	CHOQUE
426572	A001182587	CON HERIDOS	ATROPELLO
426573	A001179992	SOLO DANOS	CHOQUE
426574	A001178003	SOLO DANOS	CHOQUE
426575	A001236365	SOLO DANOS	CHOQUE
426576	A001128468	CON HERIDOS	CHOQUE
426579	A001236537	SOLO DANOS	CHOQUE
426581	A001178569	CON HERIDOS	CHOQUE
426585	A001179268	CON HERIDOS	CHOQUE
426588	A001133874	SOLO DANOS	CHOQUE
426590	A001235736	SOLO DANOS	CHOQUE
426594	A001127287	SOLO DANOS	CHOQUE
426596	A001234581	CON HERIDOS	ATROPELLO
426598	A001184175	SOLO DANOS	CHOQUE
426600	A001181154	CON HERIDOS	CHOQUE
426608	A001130517	CON HERIDOS	CHOQUE
426610	A001234690	SOLO DANOS	CHOQUE
426612	A001129408	CON HERIDOS	ATROPELLO
426615	A001236468	SOLO DANOS	CHOQUE
426617	A001236502	SOLO DANOS	CHOQUE
426619	A001233210	SOLO DANOS	CHOQUE
426620	A001236206	CON HERIDOS	CHOQUE
426623	A001232013	CON HERIDOS	CAIDA DE OCUPANTE
426624	A001136686	CON HERIDOS	ATROPELLO
426626	A001180227	CON HERIDOS	CHOQUE
426627	A001181538	CON HERIDOS	VOLCAMIENTO
426628	A001181101	CON HERIDOS	CHOQUE
426629	A001180806	CON HERIDOS	CAIDA DE OCUPANTE
426630	A001181406	CON HERIDOS	CHOQUE
426631	A001179625	CON HERIDOS	ATROPELLO
426632	A001180973	CON HERIDOS	CHOQUE
426633	A001180469	CON HERIDOS	CHOQUE
426634	A001181637	CON HERIDOS	CHOQUE
426635	A001181563	CON HERIDOS	CHOQUE
426636	A001181300	CON HERIDOS	CHOQUE
426637	A001180767	CON HERIDOS	CHOQUE
426638	A001181887	CON HERIDOS	CHOQUE
426639	A001182003	CON HERIDOS	CHOQUE
426640	A001177477	SOLO DANOS	CHOQUE
426641	A001181402	CON HERIDOS	CHOQUE
426642	A001181193	CON HERIDOS	ATROPELLO
426643	A001181320	CON HERIDOS	CHOQUE
426644	A001178466	CON HERIDOS	CHOQUE
426645	A001182087	CON HERIDOS	ATROPELLO
426646	A001181341	CON HERIDOS	ATROPELLO
426647	A001177470	SOLO DANOS	CHOQUE
426648	A001181018	CON HERIDOS	CHOQUE
426649	A001181072	CON HERIDOS	CHOQUE
426650	A001180664	CON HERIDOS	CHOQUE
426651	A001181180	CON HERIDOS	CHOQUE
426652	A001181520	CON HERIDOS	CHOQUE
426653	A001181430	CON HERIDOS	CHOQUE
426654	A001180303	CON HERIDOS	CHOQUE
426655	A001181586	CON HERIDOS	CHOQUE
426656	A001181242	CON HERIDOS	CHOQUE
426657	A001182002	CON HERIDOS	CHOQUE
426658	A001181306	CON HERIDOS	CHOQUE
426659	A001181379	CON HERIDOS	CHOQUE
426660	A001179723	CON HERIDOS	CHOQUE
426661	A001181211	CON HERIDOS	CHOQUE
426662	A001177782	SOLO DANOS	CHOQUE
426663	A001181192	CON HERIDOS	CHOQUE
426664	A001181010	CON HERIDOS	CHOQUE
426665	A001181160	CON HERIDOS	CHOQUE
426666	A001181307	CON HERIDOS	CHOQUE
426667	A001181521	CON HERIDOS	ATROPELLO
426668	A001181444	CON HERIDOS	ATROPELLO
426669	A001181023	SOLO DANOS	CHOQUE
426670	A001180977	SOLO DANOS	CHOQUE
426671	A001178308	SOLO DANOS	CHOQUE
426672	A001185284	SOLO DANOS	CHOQUE
426673	A001185205	SOLO DANOS	CHOQUE
426674	A001231979	CON HERIDOS	ATROPELLO
426675	A001184561	SOLO DANOS	CHOQUE
426676	A001232004	CON MUERTOS	ATROPELLO
426677	A001185375	CON HERIDOS	ATROPELLO
426678	A001232057	CON HERIDOS	CHOQUE
426679	A001183623	SOLO DANOS	CHOQUE
426680	A001181372	SOLO DANOS	CHOQUE
426681	A001181970	SOLO DANOS	CHOQUE
426682	A001181912	SOLO DANOS	CHOQUE
426683	A001181751	SOLO DANOS	CHOQUE
426684	A001181585	SOLO DANOS	CHOQUE
426685	A001179361	SOLO DANOS	CHOQUE
426686	A001181530	SOLO DANOS	CHOQUE
426687	A001134870	SOLO DANOS	CHOQUE
426688	A001185365	SOLO DANOS	CHOQUE
426689	A001185244	SOLO DANOS	CHOQUE
426690	A001185441	SOLO DANOS	CHOQUE
426691	A001184059	SOLO DANOS	CHOQUE
426692	A001185080	SOLO DANOS	CHOQUE
426693	A001185463	SOLO DANOS	CHOQUE
426694	A001185067	SOLO DANOS	CHOQUE
426695	A001184349	SOLO DANOS	CHOQUE
426696	A001232039	CON HERIDOS	CHOQUE
426697	A001185398	SOLO DANOS	CHOQUE
426698	A001180189	SOLO DANOS	CHOQUE
426699	A001180026	SOLO DANOS	CHOQUE
426700	A001181251	SOLO DANOS	CHOQUE
426701	A001185176	SOLO DANOS	CHOQUE
426702	A001185295	SOLO DANOS	CHOQUE
426703	A001175938	SOLO DANOS	CHOQUE
426704	A001180898	SOLO DANOS	CHOQUE
426705	A001181427	SOLO DANOS	CHOQUE
426706	A001182056	SOLO DANOS	CHOQUE
426707	A001181978	SOLO DANOS	CHOQUE
426708	A001183971	SOLO DANOS	CHOQUE
426709	A001181678	SOLO DANOS	CHOQUE
426710	A001184446	SOLO DANOS	CHOQUE
426711	A001231935	SOLO DANOS	CHOQUE
426712	A001180573	SOLO DANOS	CHOQUE
426713	A001183925	SOLO DANOS	CHOQUE
426714	A001184006	SOLO DANOS	CHOQUE
426715	A001184166	SOLO DANOS	CHOQUE
426716	A001184035	SOLO DANOS	CHOQUE
426717	A001183981	SOLO DANOS	CHOQUE
426718	A001180380	SOLO DANOS	CHOQUE
426719	A001183715	CON HERIDOS	ATROPELLO
426720	A001184373	CON HERIDOS	CHOQUE
426721	A001180730	SOLO DANOS	CHOQUE
426722	A001184161	SOLO DANOS	CHOQUE
426723	A001178509	SOLO DANOS	CHOQUE
426724	A001183484	SOLO DANOS	CHOQUE
426725	A001183657	SOLO DANOS	CHOQUE
426726	A001181253	SOLO DANOS	CHOQUE
426727	A001181215	SOLO DANOS	CHOQUE
426728	A001181327	SOLO DANOS	CHOQUE
426729	A001181429	SOLO DANOS	CHOQUE
426730	A001180559	SOLO DANOS	CHOQUE
426731	A001181506	SOLO DANOS	CHOQUE
426732	A001184104	CON HERIDOS	CHOQUE
426733	A001180378	SOLO DANOS	CHOQUE
426734	A001184288	CON HERIDOS	CHOQUE
426735	A001184122	CON HERIDOS	CHOQUE
426736	A001180188	SOLO DANOS	CHOQUE
426737	A001179019	SOLO DANOS	CHOQUE
426738	A001183217	SOLO DANOS	CHOQUE
426739	A001183031	SOLO DANOS	CHOQUE
426740	A001184075	SOLO DANOS	CHOQUE
426741	A001180731	SOLO DANOS	CHOQUE
426742	A001183815	SOLO DANOS	CHOQUE
426743	A001180852	SOLO DANOS	CHOQUE
426744	A001180810	SOLO DANOS	CHOQUE
426745	A001183543	SOLO DANOS	CHOQUE
426746	A001180838	SOLO DANOS	CHOQUE
426747	A001183619	SOLO DANOS	CHOQUE
426748	A001181197	SOLO DANOS	CHOQUE
426749	A001180786	SOLO DANOS	CHOQUE
426750	A001183627	SOLO DANOS	CHOQUE
426751	A001179693	SOLO DANOS	CHOQUE
426752	A001183157	SOLO DANOS	CHOQUE
426753	A001183137	SOLO DANOS	CHOQUE
426754	A001179892	SOLO DANOS	CHOQUE
426755	A001183400	SOLO DANOS	CHOQUE
426756	A001179273	SOLO DANOS	CHOQUE
426757	A001179916	SOLO DANOS	CHOQUE
426758	A001180565	SOLO DANOS	CHOQUE
426759	A001178010	SOLO DANOS	CHOQUE
426760	A001179616	SOLO DANOS	CHOQUE
426761	A001179734	SOLO DANOS	CHOQUE
426762	A001184119	CON HERIDOS	CHOQUE
426763	A001183719	CON HERIDOS	CHOQUE
426764	A001180601	SOLO DANOS	CHOQUE
426765	A001180691	SOLO DANOS	CHOQUE
426766	A001180498	SOLO DANOS	CHOQUE
426767	A001180750	SOLO DANOS	CHOQUE
426768	A001180891	CON HERIDOS	ATROPELLO
426769	A001178539	SOLO DANOS	CHOQUE
426770	A001182691	SOLO DANOS	CHOQUE
426771	A001180605	SOLO DANOS	CHOQUE
426772	A001180204	SOLO DANOS	CHOQUE
426773	A001179717	SOLO DANOS	VOLCAMIENTO
426774	A001180194	SOLO DANOS	CHOQUE
426775	A001183490	SOLO DANOS	CHOQUE
426776	A001180110	SOLO DANOS	CHOQUE
426777	A001183485	CON HERIDOS	CHOQUE
426778	A001180674	SOLO DANOS	CHOQUE
426779	A001184055	CON HERIDOS	CHOQUE
426780	A001183471	CON HERIDOS	CHOQUE
426781	A001180650	SOLO DANOS	CHOQUE
426782	A001180829	SOLO DANOS	CHOQUE
426783	A001181492	SOLO DANOS	CHOQUE
426784	A001180876	SOLO DANOS	CHOQUE
426785	A001181316	SOLO DANOS	VOLCAMIENTO
426786	A001184083	CON HERIDOS	CHOQUE
426787	A001184238	SOLO DANOS	CHOQUE
426788	A001180789	SOLO DANOS	CHOQUE
426789	A001181810	SOLO DANOS	CHOQUE
426790	A001181502	SOLO DANOS	CHOQUE
426791	A001180552	SOLO DANOS	CHOQUE
426792	A001181681	SOLO DANOS	CHOQUE
426793	A001184534	CON HERIDOS	CHOQUE
426794	A001181450	SOLO DANOS	CHOQUE
426795	A001184440	CON HERIDOS	CHOQUE
426796	A001181111	SOLO DANOS	CHOQUE
426797	A001179754	SOLO DANOS	CHOQUE
426798	A001183444	SOLO DANOS	CHOQUE
426799	A001184216	SOLO DANOS	CHOQUE
426800	A001183865	CON HERIDOS	CHOQUE
426801	A001183826	CON HERIDOS	ATROPELLO
426802	A001177830	SOLO DANOS	CHOQUE
426803	A001183397	SOLO DANOS	CHOQUE
426804	A001183787	CON HERIDOS	CHOQUE
426805	A001180159	SOLO DANOS	CHOQUE
426806	A001179671	SOLO DANOS	CHOQUE
426807	A001183587	SOLO DANOS	CHOQUE
426808	A001179507	SOLO DANOS	CHOQUE
426809	A001183767	SOLO DANOS	CHOQUE
426810	A001179072	SOLO DANOS	CHOQUE
426811	A001182317	SOLO DANOS	CHOQUE
426812	A001179585	SOLO DANOS	CHOQUE
426813	A001180847	SOLO DANOS	CHOQUE
426814	A001179336	SOLO DANOS	CHOQUE
426815	A001179186	SOLO DANOS	CHOQUE
426816	A001183515	SOLO DANOS	CHOQUE
426817	A001183749	SOLO DANOS	CHOQUE
426818	A001182808	SOLO DANOS	CHOQUE
426819	A001179839	SOLO DANOS	CHOQUE
426820	A001183629	SOLO DANOS	CHOQUE
426821	A001182932	SOLO DANOS	CHOQUE
426822	A001182835	SOLO DANOS	CHOQUE
426823	A001183758	SOLO DANOS	CHOQUE
426824	A001180923	SOLO DANOS	CHOQUE
426825	A001180393	SOLO DANOS	CHOQUE
426826	A001184160	SOLO DANOS	CHOQUE
426827	A001181329	SOLO DANOS	CHOQUE
426828	A001183873	SOLO DANOS	CHOQUE
426829	A001182673	SOLO DANOS	CHOQUE
426830	A001179551	SOLO DANOS	CHOQUE
426831	A001181501	SOLO DANOS	CHOQUE
426832	A001181560	SOLO DANOS	CHOQUE
426833	A001184323	CON HERIDOS	CHOQUE
426834	A001180900	SOLO DANOS	CHOQUE
426835	A001181384	SOLO DANOS	CHOQUE
426836	A001184133	SOLO DANOS	CHOQUE
426837	A001184214	SOLO DANOS	CHOQUE
426838	A001181838	SOLO DANOS	CHOQUE
426839	A001183823	SOLO DANOS	CHOQUE
426840	A001181331	SOLO DANOS	CHOQUE
426841	A001183975	SOLO DANOS	CHOQUE
426842	A001181624	SOLO DANOS	CHOQUE
426843	A001180746	SOLO DANOS	CHOQUE
426844	A001235533	CON HERIDOS	CHOQUE
426845	A001236044	SOLO DANOS	CHOQUE
426846	A001233055	SOLO DANOS	CHOQUE
426847	A001235153	SOLO DANOS	CHOQUE
426848	A001235284	SOLO DANOS	CHOQUE
426849	A001235401	CON HERIDOS	CHOQUE
426850	A001233401	SOLO DANOS	CHOQUE
426851	A001235754	SOLO DANOS	CHOQUE
426852	A001234818	SOLO DANOS	CHOQUE
426853	A001234905	SOLO DANOS	CHOQUE
426854	A001177478	CON HERIDOS	CHOQUE
426855	A001234409	SOLO DANOS	CHOQUE
426856	A001234718	SOLO DANOS	CHOQUE
426857	A001235885	CON HERIDOS	CHOQUE
426858	A001235320	SOLO DANOS	CHOQUE
426859	A001236108	SOLO DANOS	CHOQUE
426860	A001235507	SOLO DANOS	CHOQUE
426861	A001235354	SOLO DANOS	CHOQUE
426862	A001235767	CON HERIDOS	CHOQUE
426863	A001233155	SOLO DANOS	CHOQUE
426864	A001235503	CON HERIDOS	CHOQUE
426865	A001233508	SOLO DANOS	CHOQUE
426866	A001235537	SOLO DANOS	CHOQUE
426867	A001234554	SOLO DANOS	CHOQUE
426868	A001234475	SOLO DANOS	CHOQUE
426869	A001235193	SOLO DANOS	CHOQUE
