OBJECTID	FORMULARIO	GRAVEDAD	CLASE_ACC
417102	A001180370	SOLO DANOS	CHOQUE
417103	A001235007	CON HERIDOS	CHOQUE
417104	A001235286	SOLO DANOS	CHOQUE
417105	A001233678	SOLO DANOS	CHOQUE
417106	A001235557	CON HERIDOS	CHOQUE
417107	A001235662	SOLO DANOS	CHOQUE
417108	A001235204	CON HERIDOS	CHOQUE
417109	A001235355	SOLO DANOS	CHOQUE
417110	A001235337	CON HERIDOS	ATROPELLO
417111	A001235778	SOLO DANOS	CHOQUE
417112	A001235685	SOLO DANOS	CHOQUE
417113	A001235762	CON HERIDOS	ATROPELLO
417114	A001234904	SOLO DANOS	CHOQUE
417115	A001235200	CON HERIDOS	CHOQUE
417116	A001234878	CON HERIDOS	CHOQUE
417117	A001234376	SOLO DANOS	CHOQUE
417118	A001233757	CON HERIDOS	CHOQUE
417119	A001234880	SOLO DANOS	CHOQUE
417120	A001235955	SOLO DANOS	CHOQUE
417121	A001234823	SOLO DANOS	CHOQUE
417122	A001235131	SOLO DANOS	CHOQUE
417123	A001235464	CON HERIDOS	CHOQUE
417124	A001233985	SOLO DANOS	CHOQUE
417125	A001235734	CON HERIDOS	ATROPELLO
417126	A001233412	CON HERIDOS	CHOQUE
417127	A001233204	SOLO DANOS	CHOQUE
417128	A001234931	SOLO DANOS	CHOQUE
417129	A001234485	SOLO DANOS	CHOQUE
417130	A001236009	CON HERIDOS	ATROPELLO
417131	A001235543	SOLO DANOS	CHOQUE
417132	A001234974	CON HERIDOS	CHOQUE
417133	A001235085	CON HERIDOS	CHOQUE
417134	A001234550	CON HERIDOS	CHOQUE
417135	A001234797	SOLO DANOS	CHOQUE
417136	A001234561	SOLO DANOS	CHOQUE
417137	A001234598	CON HERIDOS	CHOQUE
417138	A001233331	CON HERIDOS	CHOQUE
417139	A001234855	SOLO DANOS	CHOQUE
417140	A001235293	CON HERIDOS	CAIDA DE OCUPANTE
417141	A001234892	SOLO DANOS	CHOQUE
417142	A001232783	SOLO DANOS	CHOQUE
417150	A001132298	SOLO DANOS	CHOQUE
417156	A001127579	SOLO DANOS	CHOQUE
417160	A001175710	CON HERIDOS	CHOQUE
417162	A001135689	SOLO DANOS	CHOQUE
417164	A001131603	SOLO DANOS	CHOQUE
417171	A001134824	SOLO DANOS	CHOQUE
417189	A001178924	CON HERIDOS	ATROPELLO
417193	A001181868	SOLO DANOS	CHOQUE
417198	A001136492	CON HERIDOS	CHOQUE
417202	A001181837	SOLO DANOS	CHOQUE
417205	A001180720	SOLO DANOS	CHOQUE
417207	A001180839	SOLO DANOS	CHOQUE
417208	A001181911	SOLO DANOS	CHOQUE
417209	A001181187	SOLO DANOS	CHOQUE
417212	A001176292	SOLO DANOS	CHOQUE
417215	A001181787	SOLO DANOS	CHOQUE
417216	A001181657	SOLO DANOS	CHOQUE
417220	A001182133	SOLO DANOS	CHOQUE
417224	A001180437	SOLO DANOS	CHOQUE
417226	A001180969	SOLO DANOS	CHOQUE
417230	A001181972	SOLO DANOS	CHOQUE
417231	A001182071	SOLO DANOS	CHOQUE
417232	A001180961	SOLO DANOS	CHOQUE
417233	A001182141	SOLO DANOS	CHOQUE
417234	A001180431	SOLO DANOS	CHOQUE
417235	A001182356	SOLO DANOS	CHOQUE
417236	A001182165	CON HERIDOS	ATROPELLO
417237	A001180897	SOLO DANOS	CHOQUE
417238	A001182009	SOLO DANOS	CHOQUE
417239	A001181759	SOLO DANOS	CHOQUE
417240	A001181668	SOLO DANOS	CHOQUE
417241	A001177942	SOLO DANOS	CHOQUE
417242	A001182226	SOLO DANOS	CHOQUE
417243	A001177615	SOLO DANOS	CHOQUE
417244	A001179099	SOLO DANOS	CHOQUE
417245	A001181145	SOLO DANOS	CHOQUE
417246	A001182017	SOLO DANOS	CHOQUE
417247	A001181360	SOLO DANOS	CHOQUE
417248	A001181363	SOLO DANOS	CHOQUE
417249	A001179940	SOLO DANOS	CHOQUE
417250	A001180992	CON HERIDOS	ATROPELLO
417251	A001177849	SOLO DANOS	CHOQUE
417252	A001182136	CON HERIDOS	CHOQUE
417253	A001182206	CON HERIDOS	CHOQUE
417254	A001177682	SOLO DANOS	CHOQUE
417255	A001181665	CON HERIDOS	CHOQUE
417256	A001177919	SOLO DANOS	CHOQUE
417257	A001182211	CON HERIDOS	ATROPELLO
417258	A001178019	SOLO DANOS	CHOQUE
417259	A001178745	SOLO DANOS	CHOQUE
417260	A001179093	SOLO DANOS	CHOQUE
417261	A001184652	CON HERIDOS	CHOQUE
417262	A001184582	SOLO DANOS	CHOQUE
417263	A001184773	SOLO DANOS	CHOQUE
417264	A001185041	CON HERIDOS	CHOQUE
417265	A001184717	CON HERIDOS	CHOQUE
417266	A001184913	CON HERIDOS	CHOQUE
417267	A001184840	SOLO DANOS	CHOQUE
417268	A001184348	SOLO DANOS	CHOQUE
417269	A001184730	SOLO DANOS	CHOQUE
417270	A001185211	CON HERIDOS	CHOQUE
417271	A001184994	SOLO DANOS	CHOQUE
417272	A001184908	CON HERIDOS	CHOQUE
417273	A001184131	CON HERIDOS	CHOQUE
417274	A001234563	SOLO DANOS	CHOQUE
417275	A001235385	SOLO DANOS	CHOQUE
417276	A001234238	SOLO DANOS	CHOQUE
417277	A001235070	SOLO DANOS	CHOQUE
417278	A001234805	SOLO DANOS	CHOQUE
417279	A001234969	SOLO DANOS	CHOQUE
417280	A001235062	SOLO DANOS	CHOQUE
417281	A001235398	SOLO DANOS	CHOQUE
417282	A001235399	SOLO DANOS	CHOQUE
417283	A001233735	CON HERIDOS	CHOQUE
417284	A001235584	CON HERIDOS	CHOQUE
417285	A001234245	SOLO DANOS	CHOQUE
417286	A001235221	CON HERIDOS	ATROPELLO
417287	A001235692	CON MUERTOS	ATROPELLO
417288	A001234645	CON HERIDOS	CHOQUE
417289	A001234746	CON HERIDOS	CAIDA DE OCUPANTE
417290	A001235487	SOLO DANOS	CHOQUE
417291	A001235379	SOLO DANOS	CHOQUE
417292	A001235290	CON HERIDOS	ATROPELLO
417293	A001235292	CON HERIDOS	CHOQUE
417294	A001234382	SOLO DANOS	CHOQUE
417295	A001234643	CON HERIDOS	CHOQUE
417296	A001235045	CON MUERTOS	CHOQUE
417297	A001234155	SOLO DANOS	CHOQUE
417298	A001234984	CON HERIDOS	CHOQUE
417299	A001233890	CON HERIDOS	ATROPELLO
417300	A001234932	SOLO DANOS	CHOQUE
417301	A001235246	CON HERIDOS	CHOQUE
417302	A001235446	SOLO DANOS	CHOQUE
417303	A001234467	SOLO DANOS	CHOQUE
417304	A001234655	SOLO DANOS	CHOQUE
417305	A001234662	SOLO DANOS	CHOQUE
417306	A001234447	SOLO DANOS	CHOQUE
417307	A001235558	SOLO DANOS	CHOQUE
417308	A001235139	CON HERIDOS	CHOQUE
417309	A001235325	SOLO DANOS	CHOQUE
417310	A001234405	SOLO DANOS	CHOQUE
417311	A001236004	SOLO DANOS	CHOQUE
417312	A001233778	SOLO DANOS	CHOQUE
417313	A001235129	SOLO DANOS	CHOQUE
417314	A001128308	SOLO DANOS	CHOQUE
417316	A001175680	CON HERIDOS	CHOQUE
417317	A001131305	SOLO DANOS	CHOQUE
417325	A001134445	SOLO DANOS	CHOQUE
417327	A001128119	SOLO DANOS	CHOQUE
417328	A001175945	CON HERIDOS	CHOQUE
417335	A001128410	CON HERIDOS	VOLCAMIENTO
417340	A001175667	CON HERIDOS	CHOQUE
417343	A001175664	CON HERIDOS	CHOQUE
417345	A001175547	CON HERIDOS	CHOQUE
417346	A001127803	SOLO DANOS	CHOQUE
417350	A001130759	SOLO DANOS	CHOQUE
417351	A001127944	CON HERIDOS	CHOQUE
417352	A001128691	CON HERIDOS	CHOQUE
417355	A001175714	SOLO DANOS	CHOQUE
417357	A001183018	CON HERIDOS	CHOQUE
417358	A001182974	CON HERIDOS	CHOQUE
417359	A001183277	CON HERIDOS	CHOQUE
417360	A001183313	CON HERIDOS	CHOQUE
417361	A001182802	CON HERIDOS	CHOQUE
417362	A001183287	CON HERIDOS	CHOQUE
417363	A001183019	CON HERIDOS	CHOQUE
417364	A001182185	CON HERIDOS	CHOQUE
417365	A001180327	SOLO DANOS	CHOQUE
417366	A001182975	CON HERIDOS	CAIDA DE OCUPANTE
417367	A001180462	SOLO DANOS	CHOQUE
417368	A001177828	SOLO DANOS	CHOQUE
417369	A001183296	SOLO DANOS	CHOQUE
417370	A001178129	SOLO DANOS	CHOQUE
417371	A001179385	SOLO DANOS	CHOQUE
417372	A001177935	SOLO DANOS	CHOQUE
417373	A001177845	SOLO DANOS	CHOQUE
417374	A001182687	SOLO DANOS	CHOQUE
417375	A001178419	SOLO DANOS	CHOQUE
417376	A001182424	SOLO DANOS	CHOQUE
417377	A001180384	SOLO DANOS	CHOQUE
417378	A001181861	SOLO DANOS	CHOQUE
417379	A001179514	SOLO DANOS	CHOQUE
417380	A001178070	SOLO DANOS	CHOQUE
417381	A001182809	SOLO DANOS	CHOQUE
417382	A001178422	SOLO DANOS	CHOQUE
417383	A001177302	SOLO DANOS	CHOQUE
417384	A001178201	SOLO DANOS	CHOQUE
417385	A001183320	SOLO DANOS	CHOQUE
417386	A001182423	SOLO DANOS	CHOQUE
417387	A001180461	SOLO DANOS	CHOQUE
417388	A001183228	SOLO DANOS	CHOQUE
417389	A001182551	CON HERIDOS	CHOQUE
417390	A001182993	CON HERIDOS	ATROPELLO
417391	A001183058	CON MUERTOS	ATROPELLO
417392	A001182875	CON HERIDOS	CHOQUE
417393	A001180457	SOLO DANOS	CHOQUE
417394	A001182773	SOLO DANOS	CHOQUE
417395	A001183253	SOLO DANOS	CHOQUE
417396	A001182608	SOLO DANOS	CHOQUE
417397	A001182339	CON HERIDOS	CHOQUE
417398	A001177980	SOLO DANOS	CHOQUE
417399	A001179738	SOLO DANOS	CHOQUE
417400	A001177452	SOLO DANOS	CHOQUE
417401	A001234130	SOLO DANOS	CHOQUE
417402	A001183187	CON HERIDOS	CHOQUE
417403	A001184885	SOLO DANOS	CHOQUE
417404	A001179703	SOLO DANOS	CHOQUE
417405	A001234603	SOLO DANOS	CHOQUE
417406	A001232093	SOLO DANOS	CHOQUE
417407	A001179349	SOLO DANOS	CHOQUE
417408	A001183162	CON HERIDOS	CHOQUE
417409	A001181830	CON HERIDOS	CHOQUE
417410	A001233812	SOLO DANOS	CHOQUE
417411	A001233154	SOLO DANOS	CHOQUE
417412	A001179772	SOLO DANOS	CHOQUE
417413	A001182785	SOLO DANOS	CHOQUE
417414	A001177327	SOLO DANOS	CHOQUE
417415	A001184790	CON HERIDOS	CHOQUE
417416	A001182461	SOLO DANOS	CHOQUE
417417	A001233610	SOLO DANOS	CHOQUE
417418	A001233287	SOLO DANOS	CHOQUE
417419	A001181387	SOLO DANOS	CHOQUE
417420	A001231993	CON HERIDOS	ATROPELLO
417421	A001234472	SOLO DANOS	CHOQUE
417422	A001181103	CON HERIDOS	CHOQUE
417423	A001184317	SOLO DANOS	CHOQUE
417424	A001234193	SOLO DANOS	CHOQUE
417425	A001234198	SOLO DANOS	CHOQUE
417426	A001182633	CON HERIDOS	CHOQUE
417427	A001231951	CON HERIDOS	CHOQUE
417428	A001178090	SOLO DANOS	CHOQUE
417429	A001234282	CON HERIDOS	CHOQUE
417430	A001179963	SOLO DANOS	CHOQUE
417431	A001180366	SOLO DANOS	CHOQUE
417432	A001233886	CON HERIDOS	VOLCAMIENTO
417433	A001176631	SOLO DANOS	CHOQUE
417434	A01177445	SOLO DANOS	CHOQUE
417435	A001234010	CON HERIDOS	CHOQUE
417436	A001233902	SOLO DANOS	CHOQUE
417437	A001233282	SOLO DANOS	CHOQUE
417438	A001183828	CON HERIDOS	ATROPELLO
417439	A001181009	SOLO DANOS	CHOQUE
417440	A001234396	CON HERIDOS	CHOQUE
417441	A001183733	CON HERIDOS	CHOQUE
417442	A001232759	SOLO DANOS	CHOQUE
417443	A001234457	CON HERIDOS	VOLCAMIENTO
417488	A001178811	SOLO DANOS	CHOQUE
417489	A001178238	CON HERIDOS	CHOQUE
417490	A001179830	SOLO DANOS	CHOQUE
417491	A001179851	SOLO DANOS	CHOQUE
417492	A001180070	SOLO DANOS	CHOQUE
417493	A001177868	SOLO DANOS	CHOQUE
417494	A001182739	CON HERIDOS	CHOQUE
417495	A001177092	SOLO DANOS	CHOQUE
417496	A001178249	SOLO DANOS	CHOQUE
417497	A001177115	SOLO DANOS	CHOQUE
417498	A001179534	SOLO DANOS	CHOQUE
417499	A001182476	SOLO DANOS	CHOQUE
417500	A001177347	SOLO DANOS	CHOQUE
417501	A001178640	SOLO DANOS	CHOQUE
417502	A001178080	SOLO DANOS	CHOQUE
417503	A001180978	SOLO DANOS	CHOQUE
417504	A001182762	CON HERIDOS	CHOQUE
417505	A001177243	SOLO DANOS	CHOQUE
417506	A001183097	SOLO DANOS	CHOQUE
417507	A001182127	SOLO DANOS	CHOQUE
417508	A001178999	SOLO DANOS	CHOQUE
417509	A001182369	CON HERIDOS	CHOQUE
417510	A001178324	SOLO DANOS	CHOQUE
417511	A001183165	CON HERIDOS	CHOQUE
417512	A001181151	SOLO DANOS	CHOQUE
417513	A001183172	SOLO DANOS	CHOQUE
417514	A001182940	SOLO DANOS	CHOQUE
417515	A001182973	CON HERIDOS	CHOQUE
417516	A001178654	SOLO DANOS	CHOQUE
417517	A001177446	SOLO DANOS	CHOQUE
417518	A001177998	SOLO DANOS	CHOQUE
417519	A001178118	SOLO DANOS	CHOQUE
417520	A001181662	CON HERIDOS	CHOQUE
417521	A001183056	CON HERIDOS	CHOQUE
417522	A001134948	SOLO DANOS	CHOQUE
417523	A001182393	SOLO DANOS	CHOQUE
417524	A001183325	CON HERIDOS	CHOQUE
417525	A001182699	SOLO DANOS	CHOQUE
417526	A001182678	SOLO DANOS	CHOQUE
417527	A001177217	SOLO DANOS	CHOQUE
417528	A001178174	SOLO DANOS	CHOQUE
417529	A001130844	SOLO DANOS	CHOQUE
417532	A001135605	CON HERIDOS	CHOQUE
417533	A001183564	CON HERIDOS	ATROPELLO
417534	A001235525	SOLO DANOS	CHOQUE
417535	A001236412	SOLO DANOS	CHOQUE
417538	A001132857	CON HERIDOS	ATROPELLO
417539	A001236221	CON HERIDOS	CHOQUE
417540	A001133316	CON HERIDOS	CHOQUE
417541	A001177255	SOLO DANOS	CHOQUE
417545	A001180971	CON HERIDOS	ATROPELLO
417548	A001183000	CON HERIDOS	CHOQUE
417551	A001128710	SOLO DANOS	CHOQUE
417553	A001181536	CON HERIDOS	CHOQUE
417555	A001232900	SOLO DANOS	CHOQUE
417559	A001233357	SOLO DANOS	CHOQUE
417561	A001180016	SOLO DANOS	CHOQUE
417562	A001175899	SOLO DANOS	CHOQUE
417565	A001132264	SOLO DANOS	CHOQUE
417566	A001232774	SOLO DANOS	CHOQUE
417568	A001177677	SOLO DANOS	CHOQUE
417571	A001235773	SOLO DANOS	CHOQUE
417573	A001235791	SOLO DANOS	CHOQUE
417574	A001131260	SOLO DANOS	CHOQUE
417575	A001177924	CON HERIDOS	CHOQUE
417580	A001177400	SOLO DANOS	CHOQUE
417582	A001177804	SOLO DANOS	CHOQUE
417583	A001178288	SOLO DANOS	CHOQUE
417584	A001182566	CON HERIDOS	CHOQUE
417585	A001181860	SOLO DANOS	CHOQUE
417586	A001179123	SOLO DANOS	CHOQUE
417587	A001182370	SOLO DANOS	CHOQUE
417588	A001177236	SOLO DANOS	CHOQUE
417589	A001177596	SOLO DANOS	CHOQUE
417590	A001182700	SOLO DANOS	CHOQUE
417591	A001177831	SOLO DANOS	CHOQUE
417592	A001178920	SOLO DANOS	CHOQUE
417593	A001182249	CON HERIDOS	CHOQUE
417594	A001178027	SOLO DANOS	CHOQUE
417596	A001182304	SOLO DANOS	CHOQUE
417597	A001175619	SOLO DANOS	CHOQUE
417598	A001181768	SOLO DANOS	CHOQUE
417599	A001180899	SOLO DANOS	CHOQUE
417600	A001182583	CON MUERTOS	ATROPELLO
417601	A001180743	SOLO DANOS	CHOQUE
417602	A001181872	SOLO DANOS	CHOQUE
417603	A001182333	SOLO DANOS	CHOQUE
417604	A001179682	SOLO DANOS	CHOQUE
417605	A001177803	SOLO DANOS	CHOQUE
417606	A001182710	SOLO DANOS	CHOQUE
417607	A001181546	SOLO DANOS	CHOQUE
417608	A001136588	SOLO DANOS	CHOQUE
417609	A001177762	SOLO DANOS	CHOQUE
417610	A001181082	SOLO DANOS	CHOQUE
417612	A001178339	SOLO DANOS	CHOQUE
417613	A001182470	SOLO DANOS	CHOQUE
417614	A001181964	CON HERIDOS	CHOQUE
417615	A001182038	CON HERIDOS	CHOQUE
417616	A001182108	SOLO DANOS	CHOQUE
417617	A001180991	CON HERIDOS	CHOQUE
417618	A001176072	SOLO DANOS	CHOQUE
417619	A001181225	SOLO DANOS	CHOQUE
417620	A001182308	CON HERIDOS	CHOQUE
417621	A001179028	SOLO DANOS	CHOQUE
417622	A001177854	SOLO DANOS	CHOQUE
417623	A001183206	CON HERIDOS	CAIDA DE OCUPANTE
417624	A001232801	SOLO DANOS	CHOQUE
417625	A001232085	SOLO DANOS	CHOQUE
417626	A001232760	SOLO DANOS	CHOQUE
417627	A001233440	CON HERIDOS	CHOQUE
417628	A001233057	CON HERIDOS	VOLCAMIENTO
417629	A001233242	CON HERIDOS	CHOQUE
417630	A001233232	CON MUERTOS	CHOQUE
417631	A001233117	CON HERIDOS	ATROPELLO
417632	A001233406	CON HERIDOS	CHOQUE
417633	A001233118	CON HERIDOS	CAIDA DE OCUPANTE
417634	A001233115	CON HERIDOS	CHOQUE
417635	A001232493	SOLO DANOS	CHOQUE
417636	A001232696	SOLO DANOS	CHOQUE
417637	A001233133	CON HERIDOS	ATROPELLO
417638	A001232045	SOLO DANOS	CHOQUE
417639	A001232855	SOLO DANOS	CHOQUE
417640	A001233372	CON HERIDOS	ATROPELLO
417641	A001233037	CON HERIDOS	CHOQUE
417642	A001232032	SOLO DANOS	CHOQUE
417643	A001233179	SOLO DANOS	CHOQUE
417644	A001232769	CON HERIDOS	CHOQUE
417645	A001236623	SOLO DANOS	CHOQUE
417646	A001236358	SOLO DANOS	CHOQUE
417647	A001236681	CON HERIDOS	ATROPELLO
417648	A001236677	SOLO DANOS	CHOQUE
417649	A001236464	SOLO DANOS	CHOQUE
417650	A001236645	SOLO DANOS	CHOQUE
417651	A001236500	SOLO DANOS	CHOQUE
417652	A001236559	SOLO DANOS	CHOQUE
417653	A001236665	SOLO DANOS	CHOQUE
417654	A001235373	CON HERIDOS	CHOQUE
417655	A001235907	CON HERIDOS	CHOQUE
417656	A001236666	SOLO DANOS	CHOQUE
417657	A001234858	SOLO DANOS	CHOQUE
417658	A001236504	SOLO DANOS	CHOQUE
417659	A001234029	CON HERIDOS	CHOQUE
417660	A001236459	CON HERIDOS	CHOQUE
417661	A001236653	SOLO DANOS	CHOQUE
417662	A001235440	SOLO DANOS	CHOQUE
417663	A001236757	CON HERIDOS	CHOQUE
417664	A001236750	SOLO DANOS	CHOQUE
417665	A001236709	SOLO DANOS	CHOQUE
417666	A001236787	SOLO DANOS	CHOQUE
417667	A001179697	SOLO DANOS	CHOQUE
417668	A001179814	SOLO DANOS	CHOQUE
417669	A001180136	SOLO DANOS	CHOQUE
417670	A001180100	SOLO DANOS	CHOQUE
417671	A001178464	SOLO DANOS	CHOQUE
417672	A001179945	SOLO DANOS	CHOQUE
417673	A001180441	SOLO DANOS	CHOQUE
417674	A001180122	SOLO DANOS	CHOQUE
417675	A001183575	CON HERIDOS	CHOQUE
417676	A001183880	CON HERIDOS	CHOQUE
417677	A001183384	CON HERIDOS	CHOQUE
417678	A001180199	SOLO DANOS	CHOQUE
417679	A001180577	SOLO DANOS	CHOQUE
417680	A001180401	SOLO DANOS	CHOQUE
417681	A001184189	CON HERIDOS	CAIDA DE OCUPANTE
417682	A001183928	CON HERIDOS	CHOQUE
417683	A001180046	SOLO DANOS	CHOQUE
417684	A001184096	CON HERIDOS	CHOQUE
417685	A001180218	SOLO DANOS	CHOQUE
417686	A001180160	SOLO DANOS	CHOQUE
417687	A001179882	SOLO DANOS	CHOQUE
417688	A001179254	SOLO DANOS	CHOQUE
417689	A001183986	CON HERIDOS	CHOQUE
417690	A001183739	SOLO DANOS	CHOQUE
417691	A001180823	SOLO DANOS	CHOQUE
417692	A001184065	CON HERIDOS	CHOQUE
417693	A001177016	SOLO DANOS	CHOQUE
417694	A001180235	SOLO DANOS	CHOQUE
417695	A001181842	SOLO DANOS	CHOQUE
417696	A001182915	SOLO DANOS	CHOQUE
417697	A001182811	SOLO DANOS	CHOQUE
417698	A001178907	SOLO DANOS	CHOQUE
417699	A001182922	SOLO DANOS	CHOQUE
417700	A001178153	SOLO DANOS	CHOQUE
417701	A001179302	SOLO DANOS	CHOQUE
417702	A001179301	SOLO DANOS	CHOQUE
417703	A001184032	CON HERIDOS	CHOQUE
417704	A001179351	SOLO DANOS	CHOQUE
417705	A001178604	SOLO DANOS	CHOQUE
417706	A001183930	CON HERIDOS	CAIDA DE OCUPANTE
417707	A001183331	CON HERIDOS	ATROPELLO
417708	A001178983	SOLO DANOS	CHOQUE
417709	A001183756	CON HERIDOS	ATROPELLO
417710	A001179513	SOLO DANOS	CHOQUE
417711	A001179440	SOLO DANOS	CHOQUE
417712	A001183993	CON HERIDOS	CHOQUE
417713	A001178915	SOLO DANOS	CHOQUE
417714	A001180901	SOLO DANOS	CHOQUE
417715	A001183218	SOLO DANOS	CHOQUE
417716	A001179350	SOLO DANOS	CHOQUE
417717	A001179736	SOLO DANOS	CHOQUE
417718	A001183389	SOLO DANOS	CHOQUE
417719	A001179849	SOLO DANOS	CHOQUE
417720	A001182994	SOLO DANOS	CHOQUE
417721	A001177638	SOLO DANOS	CHOQUE
417722	A001182891	SOLO DANOS	CHOQUE
417723	A001179280	SOLO DANOS	CHOQUE
417724	A001178823	SOLO DANOS	CHOQUE
417725	A001179707	SOLO DANOS	CHOQUE
417726	A001180591	SOLO DANOS	CHOQUE
417727	A001181452	SOLO DANOS	CHOQUE
417728	A001184026	SOLO DANOS	CHOQUE
417729	A001184331	CON HERIDOS	CHOQUE
417730	A001181679	SOLO DANOS	CHOQUE
417731	A001184108	SOLO DANOS	CHOQUE
417732	A001181366	SOLO DANOS	CHOQUE
417733	A001181663	SOLO DANOS	CHOQUE
417734	A001180628	SOLO DANOS	CHOQUE
417735	A001180376	SOLO DANOS	CHOQUE
417736	A001183618	CON HERIDOS	CHOQUE
417737	A001179516	SOLO DANOS	CHOQUE
417738	A001179728	SOLO DANOS	ATROPELLO
417739	A001183601	CON HERIDOS	CHOQUE
417740	A001183698	CON HERIDOS	CHOQUE
417741	A001183736	CON HERIDOS	CHOQUE
417742	A001183762	CON HERIDOS	CHOQUE
417743	A001177291	SOLO DANOS	CHOQUE
417744	A001179316	SOLO DANOS	CHOQUE
417745	A001183797	CON HERIDOS	ATROPELLO
417746	A001184024	CON HERIDOS	CHOQUE
417747	A001183677	CON HERIDOS	CHOQUE
417748	A001179003	SOLO DANOS	CHOQUE
417749	A001182732	SOLO DANOS	CHOQUE
417750	A001179275	SOLO DANOS	CHOQUE
417751	A001182874	SOLO DANOS	CHOQUE
417752	A001178619	SOLO DANOS	CHOQUE
417753	A001183761	SOLO DANOS	CHOQUE
417754	A001180330	SOLO DANOS	CHOQUE
417755	A001177214	SOLO DANOS	CHOQUE
417756	A001184043	CON HERIDOS	CHOQUE
417757	A001180622	SOLO DANOS	CHOQUE
417758	A001180712	SOLO DANOS	CHOQUE
417759	A001183838	CON HERIDOS	CHOQUE
417760	A001179194	SOLO DANOS	CHOQUE
417761	A001183697	SOLO DANOS	CHOQUE
417762	A001180770	SOLO DANOS	CHOQUE
417763	A001183825	SOLO DANOS	CHOQUE
417764	A001184149	SOLO DANOS	CHOQUE
417765	A001180964	SOLO DANOS	CHOQUE
417766	A001183899	CON HERIDOS	CHOQUE
417767	A001184082	CON HERIDOS	CHOQUE
417768	A001183854	SOLO DANOS	CHOQUE
417769	A001183551	SOLO DANOS	CHOQUE
417770	A001183976	SOLO DANOS	CHOQUE
417771	A001179580	SOLO DANOS	CHOQUE
417772	A001183980	SOLO DANOS	CHOQUE
417773	A001180855	SOLO DANOS	CHOQUE
417774	A001180826	SOLO DANOS	CHOQUE
417775	A001184257	CON HERIDOS	CHOQUE
417776	A001180699	SOLO DANOS	CHOQUE
417777	A001183702	SOLO DANOS	CHOQUE
417778	A001183431	SOLO DANOS	CHOQUE
417779	A001184231	CON HERIDOS	CHOQUE
417780	A001181119	SOLO DANOS	CHOQUE
417781	A001184123	CON HERIDOS	CHOQUE
417782	A001181395	SOLO DANOS	CHOQUE
417783	A001181375	SOLO DANOS	CHOQUE
417784	A001183792	SOLO DANOS	CHOQUE
417785	A001178403	SOLO DANOS	CHOQUE
417786	A001181639	SOLO DANOS	CHOQUE
417787	A001181522	SOLO DANOS	CHOQUE
417788	A001181153	SOLO DANOS	CHOQUE
417789	A001181352	SOLO DANOS	CHOQUE
417790	A001178794	SOLO DANOS	CHOQUE
417791	A001183382	SOLO DANOS	CHOQUE
417792	A001178552	SOLO DANOS	CHOQUE
417793	A001178795	SOLO DANOS	CHOQUE
417794	A001183131	SOLO DANOS	CHOQUE
417795	A001183341	SOLO DANOS	CHOQUE
417796	A001182959	SOLO DANOS	CHOQUE
417797	A001183452	CON HERIDOS	ATROPELLO
417798	A001178770	SOLO DANOS	CHOQUE
417799	A001127132	CON HERIDOS	CHOQUE
417804	A001179596	CON HERIDOS	ATROPELLO
417816	A001135153	SOLO DANOS	CHOQUE
417818	A001179667	CON HERIDOS	VOLCAMIENTO
417832	A001179587	CON HERIDOS	VOLCAMIENTO
417833	A001179677	CON HERIDOS	CHOQUE
417834	A001179428	CON HERIDOS	CHOQUE
417835	A001179558	CON MUERTOS	CHOQUE
417838	A001179374	CON HERIDOS	CHOQUE
417849	A001175824	SOLO DANOS	CHOQUE
417860	A001130966	SOLO DANOS	CHOQUE
417866	A001134834	SOLO DANOS	CHOQUE
417875	A001130841	SOLO DANOS	CHOQUE
417881	A001177753	CON HERIDOS	ATROPELLO
417886	A001130503	CON HERIDOS	ATROPELLO
417887	A001176028	SOLO DANOS	CHOQUE
417888	A001176978	CON HERIDOS	CHOQUE
417889	A001176383	CON HERIDOS	CHOQUE
417890	A001176436	SOLO DANOS	CHOQUE
417891	A001175822	SOLO DANOS	CHOQUE
417892	A001135713	SOLO DANOS	CHOQUE
417893	A001176587	SOLO DANOS	CHOQUE
417894	A001136476	CON HERIDOS	CHOQUE
417895	A001176982	CON HERIDOS	CHOQUE
417896	A001176703	CON HERIDOS	CHOQUE
417897	A001177120	CON HERIDOS	CHOQUE
417898	A001176337	CON HERIDOS	ATROPELLO
417899	A001128715	SOLO DANOS	CHOQUE
417900	A001175892	SOLO DANOS	CHOQUE
417901	A001175651	SOLO DANOS	CHOQUE
417902	A001176431	SOLO DANOS	CHOQUE
417903	A001176161	SOLO DANOS	CHOQUE
417904	A001177234	CON HERIDOS	ATROPELLO
417905	A001128666	SOLO DANOS	CHOQUE
417906	A001176635	CON HERIDOS	CHOQUE
417907	A001177121	CON HERIDOS	ATROPELLO
417908	A001176858	CON HERIDOS	CHOQUE
417909	A001177182	CON HERIDOS	CHOQUE
417910	A001176995	CON HERIDOS	CHOQUE
417911	A001176660	CON HERIDOS	CHOQUE
417912	A001177204	CON HERIDOS	CHOQUE
417913	A001133999	SOLO DANOS	CHOQUE
417914	A001176447	SOLO DANOS	CHOQUE
417915	A001176559	SOLO DANOS	CHOQUE
417916	A001176521	SOLO DANOS	CHOQUE
417917	A001176721	SOLO DANOS	CHOQUE
417918	A001177014	CON HERIDOS	CHOQUE
417919	A001128568	CON MUERTOS	VOLCAMIENTO
