"OBJECTID";"FECHA_OCURRENCIA_ACC";"ANO_OCURRENCIA_ACC";"FORMULARIO";"CLASE_ACC"
423782;"2020/01/11 00:00:00+00";2020;"A001129731";"CHOQUE"
423785;"2020/12/09 00:00:00+00";2020;"A001234767";"VOLCAMIENTO"
423788;"2020/06/30 00:00:00+00";2020;"A001177757";"CHOQUE"
423791;"2020/10/09 00:00:00+00";2020;"A001182235";"CHOQUE"
423792;"2020/12/29 00:00:00+00";2020;"A001236725";"CHOQUE"
423794;"2020/10/22 00:00:00+00";2020;"A001184699";"CHOQUE"
423797;"2020/04/15 00:00:00+00";2020;"A001136298";"CHOQUE"
423801;"2020/09/07 00:00:00+00";2020;"A001181593";"CHOQUE"
423802;"2020/02/23 00:00:00+00";2020;"A001134341";"CHOQUE"
423806;"2020/12/29 00:00:00+00";2020;"A001235974";"CHOQUE"
423809;"2020/04/26 00:00:00+00";2020;"A001128268";"VOLCAMIENTO"
423810;"2020/12/20 00:00:00+00";2020;"A001235739";"CHOQUE"
423813;"2020/09/21 00:00:00+00";2020;"A001182040";"CHOQUE"
423816;"2020/06/03 00:00:00+00";2020;"A001175745";"CHOQUE"
423821;"2020/01/30 00:00:00+00";2020;"A001132422";"CHOQUE"
423829;"2020/08/02 00:00:00+00";2020;"A001179646";"CHOQUE"
423830;"2020/08/10 00:00:00+00";2020;"A001127261";"CHOQUE"
423831;"2020/08/04 00:00:00+00";2020;"A001127270";"CHOQUE"
423832;"2020/08/08 00:00:00+00";2020;"A001127259";"CHOQUE"
423833;"2020/08/05 00:00:00+00";2020;"A001179957";"CHOQUE"
423834;"2020/08/04 00:00:00+00";2020;"A001179165";"CHOQUE"
423835;"2020/08/05 00:00:00+00";2020;"A001179959";"ATROPELLO"
423836;"2020/08/05 00:00:00+00";2020;"A001179468";"ATROPELLO"
423837;"2020/07/26 00:00:00+00";2020;"A001130688";"CHOQUE"
423838;"2020/08/06 00:00:00+00";2020;"A001179875";"CHOQUE"
423839;"2020/08/06 00:00:00+00";2020;"A001127234";"CHOQUE"
423840;"2020/08/05 00:00:00+00";2020;"A001131375";"CHOQUE"
423841;"2020/08/09 00:00:00+00";2020;"A001179801";"ATROPELLO"
423842;"2020/07/28 00:00:00+00";2020;"A001178976";"CHOQUE"
423843;"2020/08/04 00:00:00+00";2020;"A001177466";"CHOQUE"
423844;"2020/08/07 00:00:00+00";2020;"A001127220";"CHOQUE"
423845;"2020/08/08 00:00:00+00";2020;"A001127242";"CHOQUE"
423846;"2020/08/05 00:00:00+00";2020;"A001179729";"ATROPELLO"
423847;"2020/08/06 00:00:00+00";2020;"A001180066";"CHOQUE"
423848;"2020/08/10 00:00:00+00";2020;"A001127290";"CHOQUE"
423849;"2020/08/06 00:00:00+00";2020;"A001127236";"CHOQUE"
423850;"2020/08/11 00:00:00+00";2020;"A001179759";"ATROPELLO"
423851;"2020/08/08 00:00:00+00";2020;"A001127239";"CHOQUE"
423852;"2020/08/06 00:00:00+00";2020;"A001127235";"CHOQUE"
423853;"2020/08/04 00:00:00+00";2020;"A001178904";"CHOQUE"
423854;"2020/08/08 00:00:00+00";2020;"A001127267";"CHOQUE"
423855;"2020/07/26 00:00:00+00";2020;"A001127634";"CHOQUE"
423861;"2020/07/07 00:00:00+00";2020;"A001176894";"CHOQUE"
423862;"2020/10/02 00:00:00+00";2020;"A001182982";"CHOQUE"
423863;"2020/10/04 00:00:00+00";2020;"A001183447";"CHOQUE"
423864;"2020/10/05 00:00:00+00";2020;"A001181918";"VOLCAMIENTO"
423865;"2020/10/03 00:00:00+00";2020;"A001183356";"CHOQUE"
423866;"2020/09/25 00:00:00+00";2020;"A001181993";"CHOQUE"
423867;"2020/07/21 00:00:00+00";2020;"A001179203";"CHOQUE"
423868;"2020/07/07 00:00:00+00";2020;"A001178283";"CHOQUE"
423869;"2020/07/21 00:00:00+00";2020;"A001178013";"CHOQUE"
423870;"2020/09/30 00:00:00+00";2020;"A001182536";"CHOQUE"
423871;"2020/09/30 00:00:00+00";2020;"A001182924";"CHOQUE"
423872;"2020/10/04 00:00:00+00";2020;"A001183061";"CAIDA DE OCUPANTE"
423873;"2020/08/29 00:00:00+00";2020;"A001181217";"CHOQUE"
423874;"2020/09/30 00:00:00+00";2020;"A001182171";"CHOQUE"
423875;"2020/07/21 00:00:00+00";2020;"A001177974";"CHOQUE"
423876;"2020/10/03 00:00:00+00";2020;"A001183413";"ATROPELLO"
423877;"2020/10/03 00:00:00+00";2020;"A001183024";"CHOQUE"
423878;"2020/09/30 00:00:00+00";2020;"A001182870";"CHOQUE"
423879;"2020/09/30 00:00:00+00";2020;"A001182859";"CHOQUE"
423880;"2020/07/21 00:00:00+00";2020;"A001178892";"CHOQUE"
423881;"2020/07/07 00:00:00+00";2020;"A001178215";"CHOQUE"
423882;"2020/10/05 00:00:00+00";2020;"A001182389";"CAIDA DE OCUPANTE"
423883;"2020/10/04 00:00:00+00";2020;"A001183416";"CHOQUE"
423884;"2020/10/05 00:00:00+00";2020;"A001183460";"CHOQUE"
423885;"2020/10/03 00:00:00+00";2020;"A001183029";"CHOQUE"
423886;"2020/09/05 00:00:00+00";2020;"A001182388";"CHOQUE"
423887;"2020/10/02 00:00:00+00";2020;"A001182872";"CHOQUE"
423888;"2020/09/29 00:00:00+00";2020;"A001183239";"CHOQUE"
423889;"2020/09/25 00:00:00+00";2020;"A001181635";"VOLCAMIENTO"
423890;"2020/07/21 00:00:00+00";2020;"A001179174";"CHOQUE"
423891;"2020/07/07 00:00:00+00";2020;"A001177860";"CHOQUE"
423892;"2020/10/03 00:00:00+00";2020;"A001181228";"CHOQUE"
423893;"2020/07/21 00:00:00+00";2020;"A001176426";"CHOQUE"
423894;"2020/07/07 00:00:00+00";2020;"A001178611";"CHOQUE"
423895;"2020/10/04 00:00:00+00";2020;"A001181702";"CHOQUE"
423896;"2020/10/01 00:00:00+00";2020;"A001183225";"ATROPELLO"
423897;"2020/10/03 00:00:00+00";2020;"A001183128";"ATROPELLO"
423898;"2020/09/26 00:00:00+00";2020;"A001183252";"ATROPELLO"
423899;"2020/07/21 00:00:00+00";2020;"A001179088";"CHOQUE"
423900;"2020/10/05 00:00:00+00";2020;"A001182943";"CHOQUE"
423901;"2020/10/04 00:00:00+00";2020;"A001183082";"CHOQUE"
423902;"2020/09/29 00:00:00+00";2020;"A001183240";"CHOQUE"
423903;"2020/07/08 00:00:00+00";2020;"A01182792";"CHOQUE"
423904;"2020/08/18 00:00:00+00";2020;"A001180126";"CHOQUE"
423907;"2020/01/23 00:00:00+00";2020;"A001131317";"CHOQUE"
423916;"2020/08/19 00:00:00+00";2020;"A001180525";"CHOQUE"
423948;"2020/08/27 00:00:00+00";2020;"A001180242";"CHOQUE"
423949;"2020/08/27 00:00:00+00";2020;"A001180410";"CHOQUE"
423950;"2020/10/17 00:00:00+00";2020;"A001183837";"ATROPELLO"
423951;"2020/08/24 00:00:00+00";2020;"A001180412";"CHOQUE"
423952;"2020/08/24 00:00:00+00";2020;"A001180300";"CHOQUE"
423953;"2020/10/17 00:00:00+00";2020;"A001184227";"ATROPELLO"
423954;"2020/10/17 00:00:00+00";2020;"A001184129";"CAIDA DE OCUPANTE"
423955;"2020/08/24 00:00:00+00";2020;"A001180152";"CHOQUE"
423956;"2020/08/26 00:00:00+00";2020;"A001180865";"CHOQUE"
423957;"2020/10/03 00:00:00+00";2020;"A001182884";"CHOQUE"
423958;"2020/07/25 00:00:00+00";2020;"A001178547";"CHOQUE"
423959;"2020/07/25 00:00:00+00";2020;"A001178902";"CHOQUE"
423960;"2020/07/22 00:00:00+00";2020;"A001178058";"CHOQUE"
423961;"2020/07/22 00:00:00+00";2020;"A001178456";"CHOQUE"
423962;"2020/07/24 00:00:00+00";2020;"A001179401";"CHOQUE"
423963;"2020/07/24 00:00:00+00";2020;"A001178282";"CHOQUE"
423964;"2020/10/05 00:00:00+00";2020;"A001183150";"CHOQUE"
423965;"2020/10/14 00:00:00+00";2020;"A001183942";"CHOQUE"
423966;"2020/08/20 00:00:00+00";2020;"A001180220";"CHOQUE"
423967;"2020/10/08 00:00:00+00";2020;"A001183694";"CHOQUE"
423968;"2020/08/20 00:00:00+00";2020;"A001179490";"CHOQUE"
423969;"2020/08/20 00:00:00+00";2020;"A001179961";"CHOQUE"
423970;"2020/10/10 00:00:00+00";2020;"A001180652";"CHOQUE"
423971;"2020/08/30 00:00:00+00";2020;"A001180281";"CHOQUE"
423972;"2020/09/02 00:00:00+00";2020;"A001180868";"CHOQUE"
423973;"2020/10/10 00:00:00+00";2020;"A001183597";"CHOQUE"
423974;"2020/10/13 00:00:00+00";2020;"A001183890";"CHOQUE"
423975;"2020/09/03 00:00:00+00";2020;"A001180737";"CHOQUE"
423976;"2020/08/31 00:00:00+00";2020;"A001179650";"CHOQUE"
423977;"2020/09/04 00:00:00+00";2020;"A001180208";"CHOQUE"
423978;"2020/09/04 00:00:00+00";2020;"A001181002";"CHOQUE"
423979;"2020/09/04 00:00:00+00";2020;"A001181614";"CHOQUE"
423980;"2020/09/04 00:00:00+00";2020;"A001181711";"CHOQUE"
423981;"2020/09/07 00:00:00+00";2020;"A001181212";"CHOQUE"
423982;"2020/10/14 00:00:00+00";2020;"A001184033";"CHOQUE"
423983;"2020/10/14 00:00:00+00";2020;"A001183923";"CHOQUE"
423984;"2020/10/14 00:00:00+00";2020;"A001183801";"CHOQUE"
423985;"2020/09/04 00:00:00+00";2020;"A001181356";"CHOQUE"
423986;"2020/10/14 00:00:00+00";2020;"A001184202";"CHOQUE"
423987;"2020/09/07 00:00:00+00";2020;"A001179452";"CHOQUE"
423988;"2020/09/05 00:00:00+00";2020;"A001181667";"CHOQUE"
423989;"2020/10/19 00:00:00+00";2020;"A001183726";"CHOQUE"
423990;"2020/10/20 00:00:00+00";2020;"A001184156";"CHOQUE"
423991;"2020/10/10 00:00:00+00";2020;"A001183769";"CHOQUE"
423992;"2020/08/05 00:00:00+00";2020;"A001179545";"CHOQUE"
423993;"2020/08/06 00:00:00+00";2020;"A001179860";"CHOQUE"
423994;"2020/10/03 00:00:00+00";2020;"A001182820";"CHOQUE"
423995;"2020/07/07 00:00:00+00";2020;"A001178340";"CHOQUE"
423996;"2020/09/30 00:00:00+00";2020;"A001182413";"CHOQUE"
423997;"2020/07/07 00:00:00+00";2020;"A001177875";"CHOQUE"
423998;"2020/08/06 00:00:00+00";2020;"A001179828";"CHOQUE"
423999;"2020/08/06 00:00:00+00";2020;"A001179710";"CHOQUE"
424000;"2020/10/03 00:00:00+00";2020;"A001182998";"CHOQUE"
424001;"2020/10/04 00:00:00+00";2020;"A001183086";"ATROPELLO"
424002;"2020/10/03 00:00:00+00";2020;"A001183114";"CHOQUE"
424003;"2020/10/02 00:00:00+00";2020;"A001183059";"CHOQUE"
424004;"2020/10/03 00:00:00+00";2020;"A001182538";"CHOQUE"
424005;"2020/10/02 00:00:00+00";2020;"A001182997";"VOLCAMIENTO"
424006;"2020/07/07 00:00:00+00";2020;"A001178217";"CHOQUE"
424007;"2020/08/07 00:00:00+00";2020;"A001179737";"CHOQUE"
424008;"2020/10/04 00:00:00+00";2020;"A001183124";"CHOQUE"
424009;"2020/10/01 00:00:00+00";2020;"A001182669";"CHOQUE"
424010;"2020/10/03 00:00:00+00";2020;"A001183230";"CHOQUE"
424011;"2020/10/04 00:00:00+00";2020;"A001182569";"CHOQUE"
424012;"2020/10/02 00:00:00+00";2020;"A001183329";"CHOQUE"
424013;"2020/07/07 00:00:00+00";2020;"A001176623";"CHOQUE"
424014;"2020/08/29 00:00:00+00";2020;"A001180355";"CHOQUE"
424015;"2020/07/07 00:00:00+00";2020;"A001178370";"CHOQUE"
424016;"2020/07/07 00:00:00+00";2020;"A001178189";"CHOQUE"
424017;"2020/10/01 00:00:00+00";2020;"A001182896";"CHOQUE"
424018;"2020/09/22 00:00:00+00";2020;"A001182578";"CHOQUE"
424019;"2020/10/02 00:00:00+00";2020;"A001182336";"ATROPELLO"
424020;"2020/08/29 00:00:00+00";2020;"A001179530";"CHOQUE"
424021;"2020/08/29 00:00:00+00";2020;"A001179550";"CHOQUE"
424022;"2020/07/07 00:00:00+00";2020;"A001177874";"CHOQUE"
424023;"2020/09/30 00:00:00+00";2020;"A001181685";"CHOQUE"
424024;"2020/08/29 00:00:00+00";2020;"A001180101";"CHOQUE"
424025;"2020/08/05 00:00:00+00";2020;"A001179944";"CHOQUE"
424026;"2020/08/06 00:00:00+00";2020;"A001179891";"CHOQUE"
424027;"2020/08/29 00:00:00+00";2020;"A001180819";"CHOQUE"
424028;"2020/08/29 00:00:00+00";2020;"A001180877";"CHOQUE"
424029;"2020/08/29 00:00:00+00";2020;"A001180995";"CHOQUE"
424030;"2020/10/04 00:00:00+00";2020;"A001182960";"ATROPELLO"
424031;"2020/10/02 00:00:00+00";2020;"A001182478";"CHOQUE"
424032;"2020/08/29 00:00:00+00";2020;"A001180012";"CHOQUE"
424033;"2020/08/29 00:00:00+00";2020;"A001180604";"CHOQUE"
424034;"2020/09/30 00:00:00+00";2020;"A001178568";"CHOQUE"
424035;"2020/08/06 00:00:00+00";2020;"A001179748";"CHOQUE"
424036;"2020/11/29 00:00:00+00";2020;"A001233767";"CHOQUE"
424037;"2020/11/27 00:00:00+00";2020;"A001234317";"CHOQUE"
424038;"2020/11/27 00:00:00+00";2020;"A001234272";"CHOQUE"
424039;"2020/11/28 00:00:00+00";2020;"A001233755";"CHOQUE"
424040;"2020/11/28 00:00:00+00";2020;"A001234260";"CHOQUE"
424041;"2020/11/29 00:00:00+00";2020;"A001234233";"CHOQUE"
424042;"2020/11/27 00:00:00+00";2020;"A001234271";"CHOQUE"
424043;"2020/11/28 00:00:00+00";2020;"A001233823";"CHOQUE"
424044;"2020/11/29 00:00:00+00";2020;"A001234177";"CHOQUE"
424045;"2020/11/28 00:00:00+00";2020;"A001234281";"CHOQUE"
424046;"2020/11/27 00:00:00+00";2020;"A001234251";"CHOQUE"
424047;"2020/11/26 00:00:00+00";2020;"A001233748";"CHOQUE"
424048;"2020/11/27 00:00:00+00";2020;"A001234248";"CHOQUE"
424049;"2020/11/28 00:00:00+00";2020;"A001233769";"CHOQUE"
424050;"2020/11/28 00:00:00+00";2020;"A001234289";"CHOQUE"
424051;"2020/11/27 00:00:00+00";2020;"A001233397";"CHOQUE"
424052;"2020/11/27 00:00:00+00";2020;"A001233394";"CHOQUE"
424053;"2020/11/29 00:00:00+00";2020;"A001234441";"CHOQUE"
424054;"2020/11/28 00:00:00+00";2020;"A001234393";"CHOQUE"
424055;"2020/11/27 00:00:00+00";2020;"A001233352";"OTRO"
424056;"2020/11/29 00:00:00+00";2020;"A001234099";"CHOQUE"
424057;"2020/11/28 00:00:00+00";2020;"A001233696";"CHOQUE"
424058;"2020/11/26 00:00:00+00";2020;"A001234011";"CHOQUE"
424059;"2020/11/28 00:00:00+00";2020;"A001233771";"CHOQUE"
424060;"2020/11/27 00:00:00+00";2020;"A001233712";"CHOQUE"
424061;"2020/11/26 00:00:00+00";2020;"A001234139";"CHOQUE"
424062;"2020/11/26 00:00:00+00";2020;"A001234192";"CHOQUE"
424063;"2020/11/27 00:00:00+00";2020;"A001233535";"CHOQUE"
424064;"2020/11/27 00:00:00+00";2020;"A001233662";"CHOQUE"
424065;"2020/11/27 00:00:00+00";2020;"A001233250";"CHOQUE"
424066;"2020/11/29 00:00:00+00";2020;"A001233957";"CHOQUE"
424067;"2020/11/29 00:00:00+00";2020;"A001234425";"CHOQUE"
424068;"2020/11/28 00:00:00+00";2020;"A001234157";"CHOQUE"
424069;"2020/11/27 00:00:00+00";2020;"A001233390";"CHOQUE"
424070;"2020/11/27 00:00:00+00";2020;"A001234185";"CHOQUE"
424071;"2020/11/27 00:00:00+00";2020;"A001234006";"CHOQUE"
424072;"2020/11/28 00:00:00+00";2020;"A001232040";"CHOQUE"
424073;"2020/11/27 00:00:00+00";2020;"A001234347";"CHOQUE"
424074;"2020/11/25 00:00:00+00";2020;"A001234127";"CHOQUE"
424075;"2020/11/27 00:00:00+00";2020;"A001233659";"CHOQUE"
424076;"2020/11/27 00:00:00+00";2020;"A001234267";"CHOQUE"
424077;"2020/11/29 00:00:00+00";2020;"A001233144";"CHOQUE"
424078;"2020/11/25 00:00:00+00";2020;"A001234187";"CHOQUE"
424079;"2020/11/27 00:00:00+00";2020;"A001234268";"CHOQUE"
424121;"2020/03/05 00:00:00+00";2020;"A001131767";"CHOQUE"
424130;"2020/02/28 00:00:00+00";2020;"A001134879";"CHOQUE"
424138;"2020/01/01 00:00:00+00";2020;"A001130126";"CHOQUE"
424146;"2020/08/19 00:00:00+00";2020;"A001179168";"ATROPELLO"
424147;"2020/08/21 00:00:00+00";2020;"A001180501";"CHOQUE"
424148;"2020/08/20 00:00:00+00";2020;"A001180465";"CAIDA DE OCUPANTE"
424150;"2020/08/20 00:00:00+00";2020;"A001180215";"ATROPELLO"
424151;"2020/08/19 00:00:00+00";2020;"A001180076";"CHOQUE"
424152;"2020/08/21 00:00:00+00";2020;"A001180156";"CHOQUE"
424153;"2020/08/21 00:00:00+00";2020;"A001180439";"CHOQUE"
424154;"2020/08/21 00:00:00+00";2020;"A001180599";"CHOQUE"
424155;"2020/08/21 00:00:00+00";2020;"A001180526";"CHOQUE"
424156;"2020/08/22 00:00:00+00";2020;"A001180722";"CHOQUE"
424157;"2020/08/19 00:00:00+00";2020;"A001179999";"CHOQUE"
424158;"2020/08/22 00:00:00+00";2020;"A001180574";"CHOQUE"
424159;"2020/08/21 00:00:00+00";2020;"A001179990";"CHOQUE"
424161;"2020/05/30 00:00:00+00";2020;"A001134328";"CHOQUE"
424165;"2020/05/18 00:00:00+00";2020;"A001128664";"CHOQUE"
424166;"2020/06/08 00:00:00+00";2020;"A001176929";"CHOQUE"
424167;"2020/07/31 00:00:00+00";2020;"A001178774";"CHOQUE"
424168;"2020/07/31 00:00:00+00";2020;"A001178155";"CHOQUE"
424169;"2020/07/30 00:00:00+00";2020;"A001179259";"CHOQUE"
424170;"2020/08/01 00:00:00+00";2020;"A001179485";"CHOQUE"
424171;"2020/07/31 00:00:00+00";2020;"A001177368";"CHOQUE"
424172;"2020/07/31 00:00:00+00";2020;"A001179803";"CHOQUE"
424173;"2020/07/31 00:00:00+00";2020;"A001179594";"CHOQUE"
424174;"2020/08/01 00:00:00+00";2020;"A001179595";"CHOQUE"
424175;"2020/07/29 00:00:00+00";2020;"A001179570";"CHOQUE"
424176;"2020/07/29 00:00:00+00";2020;"A001179538";"CHOQUE"
424177;"2020/07/31 00:00:00+00";2020;"A001179528";"ATROPELLO"
424178;"2020/07/31 00:00:00+00";2020;"A001178715";"CHOQUE"
424179;"2020/08/01 00:00:00+00";2020;"A001177240";"CHOQUE"
424180;"2020/07/29 00:00:00+00";2020;"A001179623";"CHOQUE"
424181;"2020/07/31 00:00:00+00";2020;"A001177218";"CHOQUE"
424182;"2020/08/01 00:00:00+00";2020;"A001178848";"CHOQUE"
424183;"2020/07/29 00:00:00+00";2020;"A001179537";"CHOQUE"
424184;"2020/07/30 00:00:00+00";2020;"A001179260";"CHOQUE"
424185;"2020/07/31 00:00:00+00";2020;"A001179311";"ATROPELLO"
424186;"2020/07/31 00:00:00+00";2020;"A001179373";"CHOQUE"
424191;"2020/09/10 00:00:00+00";2020;"A001181270";"CHOQUE"
424194;"2020/09/16 00:00:00+00";2020;"A001181800";"CHOQUE"
424196;"2020/03/18 00:00:00+00";2020;"A001135960";"CHOQUE"
424200;"2020/09/17 00:00:00+00";2020;"A001182252";"CHOQUE"
424203;"2020/09/09 00:00:00+00";2020;"A001181763";"CHOQUE"
424205;"2020/09/16 00:00:00+00";2020;"A001182077";"ATROPELLO"
424206;"2020/09/11 00:00:00+00";2020;"A001180014";"CHOQUE"
424208;"2020/09/17 00:00:00+00";2020;"A001180807";"CHOQUE"
424210;"2020/11/13 00:00:00+00";2020;"A001233029";"CHOQUE"
424211;"2020/11/10 00:00:00+00";2020;"A001232091";"CHOQUE"
424212;"2020/11/03 00:00:00+00";2020;"A001182949";"CHOQUE"
424213;"2020/11/03 00:00:00+00";2020;"A001231930";"CHOQUE"
424214;"2020/11/07 00:00:00+00";2020;"A001232518";"CHOQUE"
424215;"2020/11/09 00:00:00+00";2020;"A001232619";"CHOQUE"
424216;"2020/11/09 00:00:00+00";2020;"A001184087";"CHOQUE"
424217;"2020/11/10 00:00:00+00";2020;"A001177417";"CHOQUE"
424218;"2020/11/09 00:00:00+00";2020;"A001232620";"CHOQUE"
424219;"2020/11/07 00:00:00+00";2020;"A001232516";"CHOQUE"
424220;"2020/11/10 00:00:00+00";2020;"A001185526";"CHOQUE"
424221;"2020/09/24 00:00:00+00";2020;"A001182342";"CHOQUE"
424222;"2020/10/11 00:00:00+00";2020;"A001183701";"CHOQUE"
424223;"2020/09/21 00:00:00+00";2020;"A001182158";"CHOQUE"
424224;"2020/11/13 00:00:00+00";2020;"A001232768";"CHOQUE"
424225;"2020/09/26 00:00:00+00";2020;"A001183289";"CHOQUE"
424226;"2020/10/10 00:00:00+00";2020;"A001183369";"CHOQUE"
424227;"2020/07/07 00:00:00+00";2020;"A001178504";"CHOQUE"
424228;"2020/11/01 00:00:00+00";2020;"A001184570";"VOLCAMIENTO"
424229;"2020/08/30 00:00:00+00";2020;"A001180271";"CHOQUE"
424230;"2020/10/16 00:00:00+00";2020;"A001184213";"CHOQUE"
424231;"2020/07/10 00:00:00+00";2020;"A001178634";"CHOQUE"
424232;"2020/11/15 00:00:00+00";2020;"A001233121";"CHOQUE"
424233;"2020/11/15 00:00:00+00";2020;"A001233116";"CHOQUE"
424234;"2020/06/28 00:00:00+00";2020;"A001177825";"CHOQUE"
424235;"2020/10/07 00:00:00+00";2020;"A001183713";"CHOQUE"
424236;"2020/11/13 00:00:00+00";2020;"A001232491";"CHOQUE"
424237;"2020/10/06 00:00:00+00";2020;"A001183070";"CHOQUE"
424238;"2020/09/28 00:00:00+00";2020;"A001182277";"CHOQUE"
424239;"2020/10/31 00:00:00+00";2020;"A001184629";"ATROPELLO"
424240;"2020/11/15 00:00:00+00";2020;"A001233182";"CHOQUE"
424241;"2020/10/19 00:00:00+00";2020;"A001184416";"CHOQUE"
424242;"2020/11/06 00:00:00+00";2020;"A001232439";"CHOQUE"
424243;"2020/07/04 00:00:00+00";2020;"A001176952";"CHOQUE"
424244;"2020/10/31 00:00:00+00";2020;"A001184731";"CHOQUE"
424245;"2020/11/10 00:00:00+00";2020;"A001231932";"CHOQUE"
424246;"2020/10/24 00:00:00+00";2020;"A001184884";"CHOQUE"
424247;"2020/11/12 00:00:00+00";2020;"A001184456";"CHOQUE"
424248;"2020/11/13 00:00:00+00";2020;"A001232827";"CHOQUE"
424249;"2020/10/13 00:00:00+00";2020;"A001184106";"CHOQUE"
424250;"2020/10/02 00:00:00+00";2020;"A001183346";"CHOQUE"
424251;"2020/11/05 00:00:00+00";2020;"A001232054";"CHOQUE"
424254;"2020/05/07 00:00:00+00";2020;"A001127901";"CHOQUE"
424256;"2020/04/25 00:00:00+00";2020;"A001128293";"CHOQUE"
424267;"2020/05/14 00:00:00+00";2020;"A001128656";"CHOQUE"
424272;"2020/05/11 00:00:00+00";2020;"A001175623";"CHOQUE"
424273;"2020/05/04 00:00:00+00";2020;"A001128458";"CHOQUE"
424274;"2020/04/23 00:00:00+00";2020;"A001128130";"CHOQUE"
424277;"2020/04/26 00:00:00+00";2020;"A001127582";"CHOQUE"
424278;"2020/05/08 00:00:00+00";2020;"A001128716";"CHOQUE"
424279;"2020/05/08 00:00:00+00";2020;"A001127683";"CHOQUE"
424282;"2020/04/02 00:00:00+00";2020;"A001136660";"CHOQUE"
424284;"2020/02/15 00:00:00+00";2020;"A001134087";"CHOQUE"
424291;"2020/05/16 00:00:00+00";2020;"A001128485";"CHOQUE"
424293;"2020/05/16 00:00:00+00";2020;"A001175567";"CHOQUE"
424295;"2020/08/25 00:00:00+00";2020;"A001180236";"CHOQUE"
424296;"2020/08/27 00:00:00+00";2020;"A001180443";"CHOQUE"
424297;"2020/08/24 00:00:00+00";2020;"A001180809";"CHOQUE"
424298;"2020/09/04 00:00:00+00";2020;"A001179267";"CHOQUE"
424299;"2020/06/22 00:00:00+00";2020;"A001177391";"CHOQUE"
424300;"2020/03/18 00:00:00+00";2020;"A001127660";"CHOQUE"
424302;"2020/08/29 00:00:00+00";2020;"A001180943";"CHOQUE"
424303;"2020/08/29 00:00:00+00";2020;"A001179628";"CAIDA DE OCUPANTE"
424304;"2020/04/24 00:00:00+00";2020;"A001128332";"CHOQUE"
424305;"2020/06/26 00:00:00+00";2020;"A001177009";"CHOQUE"
424306;"2020/08/28 00:00:00+00";2020;"A001180979";"CHOQUE"
424309;"2020/08/29 00:00:00+00";2020;"A001181059";"CAIDA DE OCUPANTE"
424313;"2020/06/19 00:00:00+00";2020;"A001177520";"CHOQUE"
424314;"2020/08/24 00:00:00+00";2020;"A001180442";"CHOQUE"
424315;"2020/06/12 00:00:00+00";2020;"A001177056";"ATROPELLO"
424316;"2020/02/05 00:00:00+00";2020;"A001131925";"CHOQUE"
424318;"2020/07/06 00:00:00+00";2020;"A001177862";"CHOQUE"
424319;"2020/06/23 00:00:00+00";2020;"A001177695";"CHOQUE"
424320;"2020/08/26 00:00:00+00";2020;"A001180892";"CHOQUE"
424321;"2020/02/28 00:00:00+00";2020;"A001134847";"CHOQUE"
424322;"2020/08/11 00:00:00+00";2020;"A001127285";"CHOQUE"
424323;"2020/08/09 00:00:00+00";2020;"A001180998";"CHOQUE"
424326;"2020/01/10 00:00:00+00";2020;"A001059652";"CHOQUE"
424327;"2020/01/23 00:00:00+00";2020;"A001130957";"CHOQUE"
424328;"2020/08/23 00:00:00+00";2020;"A001180162";"CHOQUE"
424329;"2020/06/23 00:00:00+00";2020;"A001177300";"CHOQUE"
424333;"2020/08/24 00:00:00+00";2020;"A001180521";"CHOQUE"
424334;"2020/08/26 00:00:00+00";2020;"A001180232";"CHOQUE"
424335;"2020/08/25 00:00:00+00";2020;"A001180602";"CHOQUE"
424338;"2020/10/31 00:00:00+00";2020;"A001185520";"CHOQUE"
424339;"2020/10/31 00:00:00+00";2020;"A001185311";"CHOQUE"
424340;"2020/10/30 00:00:00+00";2020;"A001183106";"CHOQUE"
424341;"2020/10/30 00:00:00+00";2020;"A001185240";"CHOQUE"
424342;"2020/11/02 00:00:00+00";2020;"A001184336";"CHOQUE"
424343;"2020/10/30 00:00:00+00";2020;"A001185097";"CHOQUE"
424344;"2020/10/20 00:00:00+00";2020;"A001184242";"CHOQUE"
424345;"2020/10/31 00:00:00+00";2020;"A001185321";"CHOQUE"
424346;"2020/09/11 00:00:00+00";2020;"A001181995";"CHOQUE"
424347;"2020/10/30 00:00:00+00";2020;"A001184529";"CHOQUE"
424348;"2020/10/30 00:00:00+00";2020;"A001185104";"CHOQUE"
424349;"2020/09/06 00:00:00+00";2020;"A001180948";"VOLCAMIENTO"
424350;"2020/10/30 00:00:00+00";2020;"A001184673";"CHOQUE"
424351;"2020/10/30 00:00:00+00";2020;"A001185298";"CHOQUE"
424352;"2020/10/31 00:00:00+00";2020;"A001185019";"CAIDA DE OCUPANTE"
424353;"2020/10/30 00:00:00+00";2020;"A001185313";"CHOQUE"
424354;"2020/10/18 00:00:00+00";2020;"A001182517";"CHOQUE"
424355;"2020/10/19 00:00:00+00";2020;"A001184463";"CHOQUE"
424356;"2020/10/30 00:00:00+00";2020;"A001185536";"CHOQUE"
424357;"2020/10/30 00:00:00+00";2020;"A001185147";"CHOQUE"
424358;"2020/09/09 00:00:00+00";2020;"A001181577";"CHOQUE"
424359;"2020/10/29 00:00:00+00";2020;"A001183622";"CHOQUE"
